author_id,text,cEXT,cNEU,cAGR,cCON,cOPN,label
ab38affacd75668b8eaf1df27e8b5be8,the old mans still trying to get me smashed on his sake... tastes like ass.. on fire || freezing my freakin ass off. don't want to get out of bed for anything today :( || *PROPNAME* and *PROPNAME* are officially the two most awesome people ever :) || avril stuck in my head from yesterdays singing performance. soooo sad || goddam it. this celebrity double thing is driving me crazy. help || Breaking hearts is part of who you are. || finally using facebook n_n feels strange. || MAINSTREAM. ALL DAY LONG... KILL IT.,low,high,high,low,low,01100
ac8bf16a381d07c01b11651994ecb746,"Scifi Club meeting at Mai's tonight (7th St. and 2nd Ave., East Village) @ 8pm!!! Please send back if you can be there so we can get an idea of how many people will be there (in case we need a reservation).",low,high,low,low,high,01001
acfd53e1393633ae24f8c946d79a17d4,"met 2 girls named *PROPNAME* in line at Duane under the age of one, saw *PROPNAME* in the latest issue of GQ, and is happy that buying a new toothbrush head makes her believe in the world of new and wonderful possibilities. Love to all today and every other :) || the best ways to get rid of Moody Mondays, and the past few days of moodiness are to talk to mom, volunteer, talk to *PROPNAME*, watch an amazing episode of Dexter, and be thankful for all the blessings in life that are free for the taking :) || - smile and the whole world smiles with you. - motivation, not desperation will get you what you want. - the only way to go is up. - family is always there for you, and having even a handful of reliable friends makes life even better :) || is walking on sunshine! Cold weather, hot cocoa, New Moon coming soon, good food in the tummy, and a brighter outlook on life. Yay! It is true... those things do pass, and sometimes they need a helping kick out the door. :) lol || clocked in 14 hours today. Smiled at *PROPNAME* like a moron as she walked by...umm how was I to know what she looked like? At least I know who she is. Fashion is hard. Models are very nice though. Til next Tuesday... || is having one of those days, but thankfully has come to the realization that moments do pass and tomorrow is a new day and the problems of this week will be a faded memory when next week comes around. || is happy things are coming together for her job and self-wise...is a lot busier than she realized...feels good about keeping her resolution to be selfish to herself...and is letting other people make the effort, and it is great :) || is sleepy, is sooo happy and content, is so lucky to have the many wonderful people she has in her life, and is really happy to have the opportunity to have work in such a crazy economy :) || songs from back in the day make her smile, wants it to be Friday already, and loves that for every worry she has her mom is there to tell her she will have a happily ever after :) || can't sleep. Wishing she was 10 years old, and not about to be 24. Misses people, misses less worries, wishes people kept promises of yesterday, wishes things were as easy as swiping a credit card in life... || has a bump on her head she has no idea where it came from, loves the cold weather, feels like a weight has been lifted from her, and is confident in her choices here on out. || is looking at old photos...and is kinda glad she takes them off facebook every so often, so that she has them all to herself, and it helps her make sure she keeps moving forward  ;) || is happy when friends call out of the blue- *PROPNAME*, friends take random midnight walks with you- *PROPNAME*, and friends who make you crazy addicts for shows like ""dead like me"" - *PROPNAME*. || listening like crazy to the Glee soundtrack, happy in her very clean room, excited for new beginnings, grateful for today, tomorrow, and everyday, even the bad ones :) a hug for everyone! || so tired after The Great Urban Race with Stella. She is a rock solid awesome teammate. Now off to D&B to celebrate the big 24 with *PROPNAME*! Yay busy and fun weekends! || is still thinking about how amazing the season finale of Dexter was...wow. And is now hooked on Lost...she gets it now. Still agonizing over seeing Boone go bye bye...sexy sexy man || is sleepy, loves *PROPNAME*'s new blog, *PROPNAME*'s remodeled blog, *PROPNAME*'s new makeup, and is so pumped for New Moon!!! Did she mention she has the new CD and loves it? || is happier today. Today was better. She talked to her supervisor, and an amazing thing happened...things got better. Oh and life is good with Thai food. YUMMY!! I love you.... || is not loving the new gig, is praying something better comes along, and would like to see the new Harry P movie. Oh and could use a long nap || had a great time in the snow, seeing ""Mr. Big"" with *PROPNAME*and *PROPNAME*, and is happily relaxing now...but such a pity about *PROPNAME*. Live life to the fullest :) || has been a negative person this week, and although the week is not up yet she will turn it around. Looking for hope to ward off the restlessness || is listening to *PROPNAME* like it is her job, is hungry and unsure of what to eat, and is questioning everything and yet nothing....blah hungry like a wolf! || is sooo happy. Things are coming together. So grateful for all the wondeful people in life that make it so great. Just so so so so happy! || is happy to see no rain, hopes it lasts, is excited for what comes next, misses buddies back home, appreciates the buddies she is making up here || just got a call for an interview for a job she applied for back in June. Go figure. Sometimes things take time. Cross your fingers :) || loves beautiful days in NY with beautiful people, has a new temp gig starting Monday, has an interview Monday, and is pretty much loving life! xoxo || is happy for the new year and is excited for all the wonderful things that are here now and are in the future :) xoxo || is not knowing what to do with the time she has on her hands. Park, stalking squirrels? Ugh...Does anyone need to hire an assistant? Boo || got Skype, and is still figuring out how to use it...like in that she has no idea how to since she just downloaded it... || is pondering...how many people pop up on your facebook homepage you can barely recall having talked to in the last year? Hmmm....life it changes || wants to go see Harry P. and would love to go back to sleep, but there is stuff that needs to get done. Booo... || thinks Vampire Diaries is helping her longing for the next Twilight movie be tamed. OOO sooo sexy!  *PROPNAME* is soo much hotter than RP. || has one extra day then she expected and begins her hardcore assignment Sunday, not Saturday. One day of extra rest never hurt anyone :) || wants to be like *PROPNAME* and do a monologue of all her thoughts and feelings. If only the audience were up to it. Hmmm... || is so brainwashed by Neutrogena ads. Praying for those who have less and for the strength to love all she has with patience || wants to pose a question...if you could go back to several times in your life you wish you could do differently would you? || wants to be like the cute old couple on third avenue who sit outside, rain or shine, together happily watching people walk by... || feels like it is off to the first day of school tomorrow, has the cleanest room ever, and is really happy :) || what what! The leaves are a turnin' yellow! I hold the power of the button that lets people in the door..mwawaahh haha || is really missing her friends from back home. She loves each and everyone of you...you know who you special people are :) || is lost, but in 2010 hopefully she will find her way and is making a promise to put herself first :) || drum roll please...76.5 hours this week of working. :) Going back in at 7:30, then it is over Tuesday..yay || used to like facebook more, but it just is not the same...maybe it is time to change things up... || going out with the coolest chica EVA! *PROPNAME*, would you go on a date? Perhaps it is fate! || had delicious Thai food, needs to clean tomorrow, and is excited about getting busy at her new job || thanks you so much for all the birthday wishes! She had a really amazing time :) xoxo || just cried like a small child for *PROPNAME* and *PROPNAME*'s wedding. I want to marry *PROPNAME*...so beautiful || was not impressed with Gossip Girl tonight. It better step it up, or I'm no longer watching || soooooooooooooo EXCITED to see *PROPNAME* cause she ROCKS! In the meantime I am lmao at www.notalwaysright.com || has only 3 more days left before she gives her life away for *PROPNAME*'s Market Week...sigh..lol",high,low,low,high,high,10011
ad30ce6078fd6ea54abca85610fba76f,everyone come to the everyone come to the Chick-Fil-A on highway 29(by screenplay) !!!!and come to the car wash!!!!!!:):):):) our JROTC program is having a carwash come and get you car washed. || it my birthday today !! I'm finally 14!! || back  from the car wash it was tiring!! || Going to YEC with my church on monday || On Vacation in Flordia For week!! || finally got back from my trip || have to fin my homework || first day of high school!!,low,high,low,low,high,01001
aec40862b2a12be50b4d04347985b54d,"I was never a huge Michael Jackson fan, but for some reason I can't stop thinking about how sad I am that he passed away...  I can't believe it. || The world seems a lot different without one of your closest friends... unbelievable!  He was awesome. || mad river & uncle Fatty's tnite, Rockit tmrw, Spain next week!!!! :D",high,high,low,low,high,11001
aff70c2dcbd47c664777eb8df02967de,"What a day!  I repelled down Vasquez rocks in the afternoon and by evening was carving pumpkins underwater with my dive group at the SCV aquatic center.  Throw in making two halloween costumes and it was quite the Saturday!  Pictures to follow soon! || A proud day today. *PROPNAME* asked me if I'd take her ""Black Friday"" shopping!  She is even willing to get up at a ridiculous hour to do it!  My days of wondering if I'm a good mom are over! || Oh dear.  Evidently Santa is in Nome, Alaska.....already well past Los Angeles.  Now that we are FINALLY done wrapping, do you think  he will double back and visit our house? Merry Christmas Everyone!!! || I'm sad that I'm not getting on a plane tomorrow with my divegroup to scuba in Bonaire.  Instead, I get to work, work, work!  Have fun all! || ""Mom.....Licorice is in the Christmas tree!!!!""  'Tis the sound of my season this year....guess it's part of the turf with a new kitten! || Mammo, ultrasound and biopsy, oh my!  To quote *PROPNAME*.....""Man, I feel like a woman""....except I'm not thinking that is what she meant. || Need to stop making brownies as a way to avoid working!  Some days I hate my boss....oh wait....she is me! || Trying to get back on the ""eating healthy"" wagon after the past few days of pure gluttony! || Happy....no thrilled....that I've finished both Halloween costumes....with 12 hours to spare!  Pictures tomorrow.  Happy Halloween everyone! || Missing great diving with my dive group.  *PROPNAME* and *PROPNAME*...I need to get away!!!! || *PROPNAME* is enjoying *PROPNAME*'s 6th Birthday!!! Happy Birthday Miss *PROPNAME*!!! || It's 2am.....why am I not sleeping?????",low,low,high,high,high,00111
b05f34be807a91ce0325cda601bc5856,"has beat the new Kingdom Hearts, and based on when the other games came out relative to Japan, the new one should probably be out in April or May. || has the flu and is under quarantine.  No school, no computer.  Stuck in bed. || I'm flu free. Anyone wanna do something, cause i'm really bored. || ""Friends, you shall drip rubies. You'll soon drip precious rubies."" || is completely disappointed with the *PROPNAME* movie. || is losing his fricken voice. || is losing his fricking voice.",low,high,low,low,high,01001
b2be41464b53ffc6deae9536ddfd3aee,"The most beautiful experience we can have is the mysterious.  It is the fundamental emotion which stands at the cradle of true art and true science.  Whomever does not know it and can no longer wonder, no longer marvel, is as good as dead, and his eyes are dimmed. -Einstein || And you run and you run to catch up with the sun but it's sinking.               Racing around to come up behind you again.               The sun is the same in a relative way but you're older.               Shorter of breath and one day closer to death. || s entire day.. maybe even entire life.. is dependent on who wins this dominance interaction between *PROPNAME* & *PROPNAME*. Go *PROPNAME*!!! If *PROPNAME* throws this one, I will surely be in a sour mood for the rest of the week. || is sipping coffee, petting a bunny, listening to music, & dicking around on Fb. How's that for multitasking? I can process chemical, acoustical, tactile, and visual stimuli simultaneously, all while actively avoiding any kind of work AND maintaining homeostasis! || ravenous black holes, ripples in the space-time continuum, intersex bass taking over US rivers, expectations influencing the wine-tasting experience, the possibility of quantum memory devices... just some of my Science Daily. Truth blows fiction out of the water! || as soon as I manage to sit down and start being productive, *PROPNAME* and *PROPNAME* have to start being cuter than ever and that bottle of red on the counter has to start being sexier than ever... || I just realized I have the perfect brother... he is just so wonderful in every way, AND he is a musician! How lucky am I? BUT... he doesn't make his moves in Scrabble ;) || ""Life is miraculous; even when it's disastrous, it's still incredible. I'm fascinated with everything; life is fascinating. I'm fascinated by trees and dogs, but no one wants to hear me talk about it."" -*PROPNAME* || As long as people are still having premarital sex with many anonymous partners while at the same time experimenting with mind-expanding drugs in a consequence-free environment, I'll be sound as a pound! || Dad & I just took the kayaks out on the lake in a torrential downpour//thunder & lightning storm (father knows best)... no beavers, but lots of migrating black & velvet scoters :) || last night, I learned that my little boy (*PROPNAME*) loves wine as much as I do; hence, I will no longer be able to set my wine glasses on the ground. || when everything is going wrong, it helps to get ridiculous phone calls from one's two whackjob best friends & be entertained by the cutest, smartest, naughtiest bunny in the world. || is floating around... 20 lightyears above the equatorial symmetry plane and about 28,000 lightyears from the galactic center of a large, spiral-shaped conglomeration of at least 200 billion stars. || is about 65% oxygen, 18% carbon, 10% hydrogen, 3% nitrogen, 1.5% calcium, 1% phosphorus, 0.35% potassium, 0.25% sulfur, 0.15% sodium, 0.05% magnesium, and 0.70% copper, zinc, iron, and caffeine. || hey *PROPNAME*, don't make it bad. Don't eat all the houseplants, chew wires, throw temper tantrums, and break out of your cage.  All you need is love, little man. || is putting all her eggs in one basket, counting her chickens before they are hatched, and pausing to inspect the angle and shape of a gift horse's incisors. || *PROPNAME*:   This is a deliberate insult against me and my people. *PROPNAME*. *PROPNAME*: Who the fuck are his people?  *PROPNAME*:   I don't know... little scientists, I guess. || even though yesterday's laborious morning of shoveling would appear to be in vain, I don't have to teach any labs today! Asante sana, rafiki yangu snow :) || loves coffee more than LOL Catz love cupcakes.  And unlike LOL Catz, I'm not inbred//illiterate.  I am 68% retarded, however, but that's mostly because I drool. || computer's broken :( worrying about how many important files I may lose. in brighter news, walked my rabbit around the neighborhood on a leash today. || ""coming up, it's Man Vs. Wild, followed by Frying Human Meat Putting on Spices and Saving it With Maggots at 9:00."" Gotta love Bridget. || come on, somebody tell me how everyone's getting these symbols on Fb. this is just too much.  Hey guess what else? 199 pages.  Got-to-crank-out-one-more... || ugh, must finish this book by Christmas, as it is surely the only meaningful thing I've done with my life thus far. || lend me your ear & I'll sing you a song, but you might not be able to hear it without your ear. || At last, award goes to *PROPNAME* for succeeding in getting me adequately smashed to incite vomiting (unless it was the bibim bap...) || is in less danger of getting a lump of coal for Christmas every year, as we deplete the earth's fossil fuels. || hot tamales & Easter peeps & bunnies; *PROPNAME* & I gots significant data! :) I guess monkeys DO kinda like music... || attempting these writing samples, a.k.a., trying to balance on that fine line between  creative nonfiction & academic journal article... tricky business. || screw work and making yet another trip to social services to reapply for food stamps.  I just want to write :( || if you give a moose a muffin, you'll end up in a dirty trailer with seven kids and no money. || he said, ""no money.  But, on your deathbed, you will receive total consciousness."" So I have that going for me. || appreciates this special time of year when you're a misfit if you don't dress & behave like a freak :) || I think *PROPNAME* may have attracted a tall chicken & a wolf-girl with her salmon patty trail cam bait. || guess what? fo yo birfday, instead of diamonds or flowers or any kindza real gift, you get my penis! || to think we are who we are largely because of the deactivation of Myosin Heavy Chain 16 (MYH16)... fascinating. || is designing a lovely tattoo... yes, I realize I have a stack of papers to grade. Coffee break soon. || *PROPNAME* to her brother: why do you have a skull? *PROPNAME*: yeah, I have a skull.  It's from upstairs. || just saw FOUR timber rattlesnakes!! Thanks, *PROPNAME*! :) And I am SO much better at finding them than *PROPNAME*. || road trip with my boy, followed by a play date with a crazy half-Japanese girl & two ferrets. || is thamkful she didn't get murdered last night. seriously. and of course, for her lovely fb friends. :) || spies and other mysterious persons could track me down almost anywhere today, but they only have ~1 hour. || it's really amazing that a meatball can roll under a bush and eventually grow into a meatball tree. || is thinking... if I have a little >2 yrs left to live, why am I still in frostburg? || me: so he had cerebral palsy?  *PROPNAME*: yeah, you could tell because his hand was all doodly-doo. || What's up, Cheese Apple? Your warm, cheesy, buttery, and tart deliciouness? That's what I'm talkin about ;) || WOW. All I can say is, I was channeling Deb as I watched that traumatic season finale. || the universe is a symphony and the laws of physics are harmonies of a superstring. How beautiful. || I don't mean to be obnoxious, but maybe it would help if I saw more of you. || had 3 different dreams of being stalked by big cats last night. what's the symbolic meaning there? || is about to fall out of her bed, out of her clothes, and into the Niiiiiiiiiight Kitchen.",high,low,high,low,high,10101
b4a21c82de4011033c8ac67081ff939c,"Day looking up, I will be able to exchange the defective flat iron!  I realized that New Moon comes out when I will be home for Thanksgiving, any body want to go see it with me?  Still looking forward to Glee...I feel a little dirty thinking that *PROPNAME* is hot || What is going on with this bowl game?  I thought that MSU losing 20% of thier players was bad...now texas tech coach scandle?   If you were going to toss a kid in the closet...would you chose the one whose dad is on tv everynight??  Bad call dude! || A Big Green and White Double Header!!  First the ballers will start out by beating up on Northwestern just like the ladies slapped around those sad Wolverines yesterday....then on to watch the MSU Football team wallop Texas Tech!!  Its a great day to BLEED GREEN!!  GO SPARTANS!!! || I love my mom! For all of you that aren't too proud to say thank you to your moms for helping you be the great person you are today... please copy and paste to your profile! I expect to see this many times on my page! || As much as I love Twlight (Team Taylor!), it is just me, or is it extreeme to be taking kids to see it tonight that are still in elementary school when they have school tomorrow! I guess taking kids period, with the attacks and sexual stuff.... || The guy next to me getting a mani//pedi tonight reminded me of someone my dad would golf with...kinda reminded me of home until he started singing along with the radio to Ace of Base, Madonna, and Cher.  It was so hard not to laugh!! So Atlanta! || I think quite possibly that MSU is one of the only teams in the Big Ten where the other team can have that many penalties and we still lose...the pizza pizza bowl is a GOAL now...and hockey is sucking a big one...when does basketball start? || So my dome light will not go out when I am driving, I actually reasched the problem myself and sent *PROPNAME* out to spray the crap out of my door latches with wd40...I cannot believe I was on a forum looking up car stuff... || *PROPNAME* is terrified of the half deflated mylar balloon outside of our condo, when we went for a walk she barked at it and then peed all over herself when I grabbed it to toss it out.  She is such a frady pup! || I think I am going to start a Book Club with my girlfriends...any of you peaches intersted.  In my mind it will be a good excuse to sit around and drink wine and maybe talk about the book for a few minutes... || I was just watching ""*PROPNAME* in Real Life"" while I was working on my Christmas cards, and I just realized...*PROPNAME* (*PROPNAME*)  is the cop that pulls *PROPNAME* over and has his cruiser backed into.  HE IS WAY BETTER LOOKING WITHOUT THAT HAIR! || So Variety is reporting that the cast of Jersey Shore is coming back for a second season, making $10,000 per episode.  I guess they were making a few hundred per episode before.  That is alot of tanning, hair products, and tiny tops! || At home, trying to remember who I am related to and witch kids belong to witch cousin....and craving polish food.  In another devolopment, I thought I would be able to escape country music in the north, but in reality it is worse... || The devistation in Haiti is heartbreaking, I cannot imagine when they start running out of food and water, and without a sewer system that is going to be hell in that climate...I really hope there is not violence when resources are exahusted || dang...is this what people feel like when the wings take it all??  Personally when the wings take it all in the cup it makes me smile, but for some reason a suprizing number of people are not red wings fans... || Breaking News: At the Atlanta Zoo, an old guy with a long white beard was caught try to lure 2 of each animal out of the exhibits.  It is also reported that he arrived in a large wooden boat... || Today I am thankful that I am able to be in Michigan with my family.  I am also thankful for my families in Michigan and in Atlanta.  I am most thankful for everyone I love being healthy today. || It's DOPPELGANGER Week. Change your profile picture to someone famous you have been told you resemble (actor, singer, athlete, etc)...I have been told by multiple people that I look like *PROPNAME*.  I guess it could be worse || Maybe it was a seisure?  She seems ok today, no weird movements, eating and drinking, and her cagemate is acting normal...I read online that strokes are common but it doesnt sound like they bounce back that quick... || I think one of my gerbils had a stroke...Poor little guy!  After I put the food and water next to her she perked up a little, but she still is moving weird and falling over... || Hey Atlanta: you may see my work on the evening news...Some guy was shot in the foot in our parking lot, that we share with the probation office...I have heard rumors he shot himself... || DANG IT!!  If you are in Atlanta and need somehere to go for NYE, come to my house, I have food and drink, almost all of my guests are sick or have sick kids! || If you push print once....you only get one copy, so dont look at me like a moron when I bring you the 6 other copys from the 6 other times you pressed print... || Wow I am really in a funk...I had no idea *PROPNAME* was fired! I knew it was most likely going to be his last season, but I hardly ever miss stuff like that || My mom and I were talking about all the food that reminds me of home last night, now I am a little home sick.  I love this time of year in Michigan! || Well, if I dont root for the Colts I am pretty sure that *PROPNAME* will never talk to me again, and  we need him at trivia for Sports questions, so GO COLTS! || So Glee was not so bad...here is the question, is the diva going to tell the ladies and that is how *PROPNAME* is going to find out that *PROPNAME* is the father || feeling much better today!  So if the head coach of Texas Tech was fired, is this even going to be a fair game?  Maybe considering many of our players were stupid... || In the murder mitten...it is cold!   Also HAPPY 11th BIRTHDAY MAX!  no matter how old you get you will still be a whiny pain in the ass to me puppy || This rain has gotten me down today, that and the fact that my flat iron died...bad hair and I am cranky...At least I can look forward to Glee tonight! || I did not realize that *PROPNAME* (the guy from ""to catch a predator"") went to MSU, that is actually pretty cool.  He is a bad ass in a turtleneck! || Thank you to everyone that was able to come out for my birthday dinner, and I sincerely appologize to the guys that thought that tapas bar was topless bar... || So, I got something in my eye and rubbed it and now it looks like I got punched in the face...everyone was making domestic violence jokes at the party... || Going to have my emmissions tested, want to just get that out of the way and today seems like a good day for it!  Also running other errands... || now I kinda wish it was snowing...just for over night, then after I am able to enjoy it over a cup of coffee then it can vanish! || I am in a funk today...I dont know if it is depression, maybe a lack of motivation because of depression.  This process is not for the impatient. || So...I never got the facination with farmville until I built my zoo...totally addicted!  If you have zooworld let me know I will send you a gift || I am feeling strangely homesick from thinking about my birthday...I havent had a good one since college...maybe i will just stop trying to make it special || I reunited a cat with her owner today...Feels nice but I am not sure how to tell denny there was a cat in the condo.... || So apperently the owners at my school have decided that they want to make things as complicated as possible...enter new and stupidly expensive computer program! || Today did suck...*PROPNAME* came home with 40 mega rolls of one ply toilet paper....I am going to be using prison tp until at least Easter! || So, my tickets for Saturday's Spartan wallop of the *PROPNAME* are in the mail, I should have them tomorrow...Does anyone want to go see U2? || SNOWING!  All of atlanta grinds to a halt for a snow flurry....SO glad I am at home!  Careful driving with the crazies out there people! || wow, nothing like losing to a MAC team to make me cry...I would like to thank pete for ruining the game for me as well...jurk... || So, I tried to sit down and pay my birthday tax today, and I cannot find the paper work...I know I have it here somewhere! || I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast... || Has anyone else noticed that the dolphin with the helmet on the Miami Dolphins logo looks like it should be riding the short bus? || Well, Big Ten is looking awsome in the bowls so far, the buck and the kittens gave great show...Hopefully MSU will follow suit! || *PROPNAME* noms as predicted...*PROPNAME* saw his furry shadow but the weather man said we are in an el nino...I am on team rodent! || Watered plants, cleaned gerbil cage, did laundry, washed the dishes. Starting on packing  then off to pick up my shoes from the cobbler!",high,low,low,high,low,10010
b4de950df13c0765018013237c6a1b3d,"is sorry if she did not reply to text messages or phone calls. her iphone is dumb :( and had decided it doesn't want the touch screen to work... || My Indian address: 109 Blincoe Avon, Belmont Across from field next to warehouse, on curve Virginia, USA || thinks she should throw more clothes away so she will be forced to do laundry more... || Me ""Will you X me?"" *PROPNAME* ""No. I don't do things like that."" || Laundry, then packing, then maybe sleeping....AHHHH... ENGLAND TOMORROW! || is back in the US.",high,low,high,high,low,10110
b576dc0449e75306c30456902ce0c80b,"Saw 3 idiots.. It was refreshing. Even though it appered to me as more of a commentary on  our education system.  However, it painted a fairly black'n white picture.  But then .. its just entertainment :) || Watched AVATAR and it was  :  1. A sort anti-pollution, green peace statement 2. A light heart warming love story 3. AND WHAT NOT TO DO DO WHEN WE ACTUAL INVADE OTHER PLANETS :D || Just got to know that my co-worker was going to call cops on me ,cause that person did not know that  I was new to the work place. Fun  huh? || HERE IS A QUICK POLL FOR ALL OF YOU: HOW MANY OF YOU , AT THIS POINT IN YOUR CAREER, HAVE HELD MORE THAN 5 JOBS ? || Are thoughts and substance interchangable? Can we redirect our thoughts to substantiate anything that would be comparable to our physical surroundings and experiences ? || Our personalities reflect the the environments we have lived in the past, which would also largely determine the ones we might live in. || East Lansing : -21 C (feels like) Pullman : -14 C (Feels like) Damn you East Lansing.. I shall have my revenge! || Forgot to take my cell phone to office.. to reach me (for today) send me mssg on Google talk or Facebook || What happened to the good ol' days when we could fly and and get inebriated by just thinkin' about it !!!!!!!!!!!!!!! || Any comments on the simmilarity between SITA in Ranamayan and HELEN of troy?  Ceartive inputs are more than welcome! || To those with interest in international politics and policy I recommend : ""THE POST-AMERICAN WORLD"" By *PROPNAME* 3.84 || First time: Had three shots of of Jack Daniels on the rock and than to the LAB || EPIPHANY : Two shots of JAMESON'S can do WONDER'S to your experiments beyond your wildest imagination :D || Heard *PROPNAME* after a long time.  Took me back to my ol' school and undergrad  days || Finally found "" *PROPNAME* and His Flying Robot "" ... anybody remembers this series || Random girl (In a bus) : Are you half chinese?                                                               Me : HUH !!??????!!???? || East Lansing : -16 C (feels like) Pullman : -10 C (Feels like) || Does anyone know how to install Office 2007 in LINUX using WINE ? || Watching a Godzilla movie... I almost forgot how much i missed them!!!!!!!!!!!!!!! || An existence of polemic bad ideas can cause considerable damage to society. || Its CONSIDERABLY COLDER here at PULLMAN , WA, than East Lansing!! || Finally got my paper degree . Officially , I have graduated! || Finally have a linux box that runs Office 2007 :) || Had the most random interaction with a stone drunk stranger! || Simplicity in our lives comes out of deep thinking || Can anyone forward me an invit to Google wave??? || Anyone looking for google wave invits ?.. lemme know. || Had an amazingly lazy and uneventful day... Saturday sucks!!!!!!!!! || Watching K-pax and njoying every momemnt of it || About to brew my first gallon of beer! || Funniest thing happen to Roman Polanski :D LOL || LIVE FROM MY NEW KICK ASS 64-BIT PC || Listening to Hare Krishna ..just in case :D || Is history written or is it made?? || ""My god its full of stars""...ANYONE? || Watched 9 and. it was fantastic! || Merry Christmas to you ALL! || Finally Internet at HOME :D || Migrated to Ubuntu Linux completely. || Football.. fun fun and fun",high,low,high,high,high,10111
b7b7764cfa1c523e4e93ab2a79a946c4,"I don't hate you.// Well, you found me. Congratulations. Was it worth it?// The only thing you've managed to break so far is my heart.// This isn't brave. It's murder.// What did I ever do to you?// You don't care, do you.// Please proceed to Andorid Hell. || has 48 hours to do pretty much all her break work, clean her room, do the dishes, rearrange the furniture in her room, and practive drop spins maybe a dozen more times. XD Why not, right? || has an Autobot lunchbox, and can therefore die happy now. :) In other news, she has also spent the last three hours on an off reading a webcomic that started in 1999. || The day you wake up and realize you've just slept twelve hours and still want to sleep some more is the day you need to get back on a regular sleeping schedule. || will be up very late so she can ride with her dad to the airport to pick up her mamacita from a (as of now) 11:20 PM landing in from Illinois. || has grown weary of drawing her paranoid, soldier//housewife Jynx character in comic form, and must thusly go to sleep to replenish her desire to work tirelessly on a mere audition. || has made more cookies, as well as a bunch of croissants for breakfast and piggies in various blankets for tomorrow afternoon. Despite the late//early hour, this is only further awesomeness. || IS IN COMPLETE LOVE WITH THE BLACKBERRY HER MOM JUST SURPRISED HER WITH. AND YES. SHE IS SO EXCITED, THAT CAPS ARE COMPLETELY NECESSARY. <3 <3 <3 <3 <3<3 || needs to stop stressing over her personal stuff. Homework beckons with a bejeweled, smirking claw, and I must answer, tethered by iron to the responsibilities of real life. || was about to finish a digital painting before her tablet went haywire. Is now contemplating the many ways she wishes to exact her revenge on faulty technology. || can't sit on her futon because she knows as soon as she does she'll lie down and pass out. Uncomfortable rolly desk chair it is. :( || A Great New Year to everybody. :) <3 Make the best of everything you see, and never let the bad stuff keep you down for long! || is sore and wants the knot of muscles at the base of her neck to stop hurting. On the other hand, YAY I'M IN ILLINOIS! <3 || is grateful she did most of her work during her wait for a ride home this afternoon and then during the Open House. Sleeeep, she beckons. || should spend less time writing chapters for the story she'll never finish, and try reading more books. Preferably, during the daytime, and not at 3:00 AM. || has a fair idea of how to manage the 2.5 kids cliche... She just needs a very strong gentleman named *PROPNAME* and thriteen wet napkins. || thinks Oviedo play was awesome (as it should be. Sleep, though-- she beckons sweetly with the promise of dreams and pillow-related comfort. Night all. || was all prepared to do her weekend homeowrk the morning it was due, but realized she left the necessary binder at school. FFFFFFFFFFFFF- || Is it a problem if my main reason to come to Facebook now is to join groups and become a fan of things? || got taught how to use the register (<3!!!~), enjoyed (500) Days of Summer, and is looking forward to going to the beach Monday. || drove to a gas station. Number of times sent into a panic behind the wheel: 6. I hate 40 mph zones. D; || needs to stop listening to her normal playlist if she wants to stop waking up feeling like she's missed something big. || is in the last day of her two-day mad dash to finish. Can she get all her work done it time??? || , in the post office, with the long-overdue copy of Photoshop for a friend. I win at the game of Clue. || has a watch that matches her glasses. She wishes she hadn't spazzed with glee when she saw it in the store. || is looking forward to early January. Not the birthday per se, but the potential to meet a good friend. :) || is gonna stay awake all night. Then I should be able to just pass out at 9 PM tomorrow (today). || thinks maybe singing along with the radio during most of the eight-hour ride home didn't help her throat//cough//chestcold thingvery much. || can't breathe and feels like her insides are clawing their way out through her belly button. I hate pain. || Why is it I'm only getting the urge to draw when I have stuff to do for school? D; || realizes traditional media hate her and has shunned her penvcils in favor of the tablet. That'll learn 'em. || has a comfortably comfy and mildly oversized cotton jacket from Wal*Mart. Yay, it's so soft. <3 <3 <3 || actually doesn't mind coloring with markers as much as she thought. Yay for coloring vividly creepy villainesses! :D || Far away // This ship has taken me so far away... Goshdarnit, Muse, stop being so awesome. || is going to work on comics, then crash into her futon with all the love unconsciousness deserves. || saw a nun zombie, and liked it. Also, *PROPNAME* + Tentacle!Man + Psychic Powers = GREAT Party. || just made a nucketful of cookies and a bunch of baked fries. :) Yes, I am awesome. || has a really confusing internal dilemma. She also wonders if anyone can guess what it is. || is celebrating her new haircut by listening to swinger music and generally looking like a doofus. || went to bed early, slept in, and still feels like she hasn'tgotten a proper night's sleep. || wishes she weren't ticklish sometimes. Right now, though, is not one of those times. :) || is tired. She would sleep, but there's a cat on her desk that requires supervision. || is reflecting on it and is actually very happy she's not in IB right now. || really hates hormones and emotions right now. Well, has hated them a lot recently. Goodness. || has work tomorrow, and hopes they teach her how to use the cash register. :D || thinks she needs to stop leaving so many pictures half-done before getting new ideas. || Why are the people I want to talk to never online when I am? || is reading, admiring her permit, and occasionally glancing at her ner McDonald's uniform. || is so sleepy it's not even funny that's she can't get to sleep. || Who'da thought a single text message could be enough to change my mind?",low,high,low,low,high,01001
