text,cEXT,cNEU,cAGR,cCON,cOPN,label
"Dear Homeowner: I apologize for contributing to the destruction of your plastic fence. Though you will be pleased to know that we did indeed reach our destination and rocked out with our cocks out. Okay not really, but we did rock out. || ""She checkin out my dougie like she's patty mayonnaise"" ..... Really? People get paid to come up with this shit?  Second guessing my career path... shoulda been a rapper.  I could totally pull off a ""grill"" || So I got tired of learning about the law in the abstract and decided that I'd go ahead and have a cop issue me with a citation for a court appearance. Yay... Field Trip! || Sue: ok but change your pic on fb, it sucks <--- (my mother on facebook chat)  you know you look like shit when your own mother calls you out on it! lol || ""She saw the truck coming and stepped on the gas in order to become air-borne because she knew she could fly because Batman does it."" 173 N.W.2d 619 (Wisc. 1970). || so *PROPNAME* has S'mores on the menu, and apparently I'm going to be forced to eat one within the next five minutes, i feel like im at a damn campfire. || Has anyone ever told you that you must be having a case of the ""Munday's""? No.... Fuck No Man!....... I imagine you'd get your ass kicked saying something like that. || ""tell me do you think it'd be alright if i just crashed here tonight? see I'm in no shape for driving and anyways I got no place to go...."" || I think i read that in a book somewhere.       Are you sure it was a book... are you sure it wasn't Nothing?            Oh ya. || [A] This fucking memo takes more than 5 hours and drives the reasonable person fucking crazy. [C] Therefore legal writing fucking ""Sucks"". || ""divine apathy, disease of my youth, watch that you don't catch it"" ""it says son, time is all.... the luck you need."" || ""Funny the way it is when you think about it, one kid walks 10 miles to school while another's dropping out."" || ""Shit, I didn't pass the bar, but I know a little bit, enough where you won't illegally search my shit."" || Quote of the day: ""my ex had them...having saggy balls slap u during sex its the most discusting thing ever"" || Pandora is in fact the greatest invention of all time. I owe my entire current quasi-sanity to its existence. || Volcano Insurance? we've never had a volcano eruption here.  Well don't you think we're due for one then? *PROPNAME*. || if you take any part in disturbing my nap I will probably end your life. you've been warned. || can't believe he's in law school right now and therefore actually a poor college student once again, yipee || ""Grave digger, when you dig my grave, could you make it shallow, so I can feel the rain."" || ""Sometimes we take chances, sometimes we take pills, I can write it better than you ever felt it"" || Hey what's your favorite planet? Mine's the sun, cause it's like the king of all the planets. || "" A teenage vow in a parking lot, till tonight do us part ""  haha love it. || ""I don't know what you do, but I do thangs"" .... yah I have no idea? || ""those left standing will make millions writing books on the way it should have been"" || ""A perfection of means, and a confusion of aims, seems to be our main problem"" || just stepped foot in philly, unpackin... get at me if you're in town 336-906-0860 || so wish i had the time to watch the Steelers stomp on the Bears || The New Droid phone is the sweetest phone ever. xmas has come early bitches! || .... and it's been so long since I've seen the ocean, guess I should. || ""I'm like a lawyer with the way I'm always trying to get you off"" || ""... it's a very dangerous time, the coalition for reason is extremely weak."" || is beginning to understand the correlation between the titles esquire and alcoholic. || shit, bercovitch made the yankee hat more popular than a yankee can. || facebook is entirely too distracting, cell me if ya need me || ""No. you said Filipino. That's a Nationality"" , thank you Cam || dreaming about providence and whether mice and men get second tries.... || ""I suggest we learn to love ourselves before it's made illegal"" || When the *#@% is Facebook going to create a DISLIKE button??! || I paid everything to roll the dice, just one more time. || ""I feel stupid, but it's something that comes and goes"" || I believe my cell phone is officially broken beyond repair. || The Headline Reads ""The Defendant Hangs But The Jury Doesn't"" || haha really? a safety for the win? Go Heels! || ""Great ambition and conquest without contribution is without significance."" || PC load letter, what the fuck does that mean?!? || I'm out like a fat kid in dodge ball. || at the library knockin out some legal writing homework || 28 U.S.C. §76: No Excuses, Play Like a Champion. || ""Coincidence is God's way of remaining anonymous"" - Einstein || Disclaimer: I do in fact listen to rap.",low,high,low,low,low,01000
"No one should be frozen in carbonite, or be slowly digested for a thousand years in the bowels of a sarlaac, just because they couldn't pay *PROPNAME* what they owe him. If you agree, post this as your status. || Thinks that chrome has come a long way since the first time he tried it, and has gotten fed up enough with Firefox that he's willing to give it another shot. || Has 8 invites to google wave... I'd love to try it out with anyone that has a shared class with me. Let me know if you want in! || will be in SJ as of tonight! He'll be in town till Saturday morning so call him and rescue him from the boredom that is his house. || has been waking up obscenely early the last couple of days; is anyone up for breakfast now that I've been awake and hour and a half? || is further failing at life. Why do they give me extra bureaucratic hoops when I keep proving that I fail at jumping through them >< || had a fantabulous week and would like thank all his SJ friends for making that happen. It was great to see all of you. :D || Is officially a bit of a stupid-head... had this crazy notion that my idiocy might not screw me over for certain but oh well. || Would like to thank everyone for the wonderful birthday wishes... It's quite pleasant to be harrassed by facebook 1 day a year ;) || Hates that he gets home from choir at 9:30 or 10:00 and glee doesn't go up online till about 1 am >< || would like the world to know that this next week he intends to BE awesome and fix all of his problems. || thinks it's awesome that he's sitting in his room in a sweater because he left the window open during the day. || Home after two rehearsals back to back... whew time for some relaxation then a nice long sleep :) || *PROPNAME* just started working on his first Mozart Aria... a bit late but it'll have to do :) || has one more day in San Jose before he disappears back to the otherness of Sacramento. || And every time I've held a rose, it seems I only felt the thorns || Is hoping his Sunday will turn out as well as his Saturday did. || Sunday wasn't quite as awesome, but it was still a good day :P || has HW for tomorrow and Wednesday that doesn't want to be done || Laundry almost done... it was a lovely day for a walk || Question... does anyone actually use the poke feature on facebook anymore? || a bit of relaxation and then an hour of Beethoven. || need some time with my brain... time for a walk || Darn you *PROPNAME*'s... my insides are very unhappy :( || is home and catching up on facebook :) || loves beautiful music of every shape and size || MUST WORK, but the facebook demands my time! || likes that it really rained last night :) || Last day of adding... *fingers are crossed* || hates it when people are dishonest. :\ || Congratulations All-hallowians, I enjoyed a wonderful concert! || is leaving for Anaheim super soon! || is tired, and off to bed || Is off to run some errands || Wowza running tomorrow morning supa early || another week of school!!! yay....... || Classety Class class class... :\",high,low,low,low,high,10001
"recently found a present from his best friends @*PROPNAME*, @*PROPNAME* and @*PROPNAME*. Contained in the envelope mailed from their lovely home on Munson Road, which had a bathroom right out the movie ""Trainspotting"", were several mini-size wired hangers. So sweet of them, so Mommy fu#$%# dearest of them.. || recently found a present from his best friends *PROPNAME*, *PROPNAME* and *PROPNAME*.  Contained in the envelope mailed from their lovely home on Munson Road, which had a bathroom right out the movie ""Trainspotting"", were several mini-size wired hangers.  So sweet of them, so Mommy fu#$%# dearest of them... || Im sorry Jay I should have included you in that pranck as well.  I miss you man.  I was looking at old pics of ""Raised"".  I couldn't have done it without you.  You will always have a special place in my heart || This week, Kelsey gets a LITA STAR for her authorship of ""core char,"" short for core characters of a show, movie, novel, etc., etc.  Thank you Kelsey for your contribution to  ""Great Phrases of our Time."" || today has been rewinding the look Speaker *PROPNAME* gave to Rep. *PROPNAME* last night and has checked back into Leviathan by Hobbes ""the life of man, solitary, poor, nasty, brutish, and short"". || has found another reason not to adopt a child at this time in his life...it's called the movie ""Orphan"".  Check in if you haven't. || s love for Lindsay Lohan is just like an investor's commitment to a high performing mutual fund...he's in it for the long-term. || Can't get enough of *PROPNAME* and plans on seeing her in DC on March 27th || is celebrating with Speaker *PROPNAME* on the passage of health reform in the House || is so excited!! His sister is engaged and is getting married in July!! || saw the magnetic fields last night...the show was like ""icecream and orgasms"". || I want someone to take me on a giddy stratosphere... || is determined to find the right tattoo and its placement || Carlos had a Lita-rrific night at Moustrap last night || is drowning in a sea of irrelevance. || Lindsay is back all you freshman bitches! || September is the January in fashion... || love is like cherry pie",high,low,low,high,high,10011
Facebook me marea. Me hates it long time T-T,low,high,low,low,high,01001
"We remember...we believe. Have you forgotten how you felt that day, when your homeland was under fire, and your people blown away? ...In a crowded room do you feel alone? Faith, hope, and love, are some good thing He gave us, but the greatest is love. || One and a half how drive in unplowed interstate roads at 0330 hrs., deicing of a plane, take off, crusing at flight level 330, tiny airplane...but at least I am headed to 80 degree weather. The temperature in Denver is 6 degrees. Brr || The Monastery of Our Lady of the Holy Spirit in Conyers, Georgia was so beautiful. There is nothing like waking up at 4 o'clock for vigils, a morning prayer prayed in the Liturgy of the Hours. Then have lauds mixed with Mass...beautiful! || Why do we give people titles because of what they do and not who they are? This is what bothers me, but maybe I'm just waiting for a world that sees people not for what they do but who they are. || Just played and sang a buch of Chirstmas music for a General of the United Sates Air Force's reception. There were so many ""big-wigs"" there and it was a blast. Not to mention there was a cute girl bartending...great night. || ""...For you, my child, shall be called the prophet of the Most High for you will go before the Lord to prepare his wayto give his people knowledge of salvation..."" || Seventh day of Christmas!!! I still hear the church bells ringing and Handel's Hallelujah Chorus!! Glory to God in the highest and on earth peace to all good men!!! || Give a man a fish, and you'll feed him for a day; give him a religion, and he'll starve to death while praying for a fish. ~Author Unknown || ""Make sure your seat-backs and trays are in their up-right and lock positions and thank you for flying American Airlines. Flight attendants...prepare for take off."" || I am being called to be a man of the cloth. But is that what I will be happy doing? God or the girl? || God is more interested in what we are than what we do. That's why we're called human beings, not human doings. ~Thanks Vocation Boom || ""Flight attendants cross check and prepare for landing."" ""Welcome to Tampa, Flordia where the local time is 3:50 PM and a comfortable 68 degrees."" || ""We are waiting, hopeful anticipation, we are waiting, come Lord come..."" I can almost hear the Hallelujah chorus from Handel's Messiah! || Just a lazy day on the lake...if only the rain would stop so I could go out on the lake. || Sometime the military [Air Force] isn't really smart about money. || ""Cheese is the Devil's plaything."" || Can I possibly love her?",low,low,high,high,high,00111
"It's WAYBACK WEEK! Everyone change your profile pic to a throwback picture of yourself when you were young!! Let's have fun and get everyone to do it. Copy and paste this to your status! || just bought her first car, 2006 mazda3 only 15000 miles!!! kinda worrying that somehow somethings just gonna fall off of it, great price for a car that someone oviously never drove. || You want to play house you got to have a job. You want to play nice house, very sweet house, you got to have a job you don't like. || i have 8 invites to give out to Google Wave. write your email if your interested in being part of the first to get accounts! || left her purse on the train yesterday and it was given to the lost and found!! makes me still belive in the goodness of people. || is wondering if anyone from the burbs is going down to u of i this weekend? party before the youngins start class? || is very angry that she cant figure out how to get pictures up of my super awesome colorado trip || is excited for the best holiday of the year... Dranksgiving at the Dupage Inn. call to join the festivus || can see the strike at u of i on the quad cam... first good use of this thing || is taking advantage of dollar pitchers at the public house... call to join me on this awesome deal || tryed to buy a car at LISTED price and still couldnt... i dont understand the car industry || anyone have my gray wool coat? or remember the last time you saw it last night.... opps || finds it funny that the rule of the road change to survival in the snow storm || what are other sites to look for a job (other than the obvious monster and careerbuilder)........???? || wants the ""22kt gold star trek commander Spock card"" in the ad to my right. || is loving that The Santa Clause with tim allen is on tv, great 90s classic || i am uneligible for car insurance bc of the other people i live with... great || has a 2X2 bruise from falling at legends...largest i can remember ever having. ow || never thought helping with burning gift wedding cds would be so terribly difficult || U of I or Bust! call me if your in chambana please :) || hates being sick... wheres my miracle cure? please send if you find it || ""beer bong for my lady?"" what gentleman are on the wisconsin river || is wondering what everyones doing tonight.. and can i invite myself? lol || loving the drunk messages i got tonight! hilerious.. love my friends || great weekend filled with tailgating, wine trails, and lots of laughs! || is going on a road trip to CO! wish me luck || is looking for someone to watch a movie with...possibly *PROPNAME*? || anyone doing anything earlier tonight? call me im lonely :) || ballydoyle trivia tonight at 9 ish, call if your interested! || heading to the Paign for tomm night... better be ready || can't believe shes not returning to the u of i || is bored in her own home... come and save me || is watching obama represent Chicago2016... fingers crossed for tomm afternoon! || is taking a nap and dreamin of *PROPNAME* || went into the shower with my new watch..oops || went camping and canoeing for the weekend :) || is going to be a great SIU groupie || woke up to the terrible olympic news :( || would love a rainbow race right now! :( || is wondering whats happening for the weekend || is going to have rocky mountain dreams || ballydoyles trivia tonight? call if your in! || have to admit... zombieland was pretty good || is so careful, i cant move || is desperately bored..entertain me please",high,high,high,low,low,11100
"To my veteran friends, family, and strangers alike; I would like to say Thank You. Thank you for the sacrifices you have made for my safety, my freedoms, and my country. God Bless you all. || I don't understand why some people make it so hard for you to be nice to them. I dont understand why I'm worrying about it anyway, they sure aren't. || Back to work. Trying to get everything cleaned up before the New Year. If you saw my desk, you would understand why I am starting now :) || Upon what basis do we judge other people? Is it ithe experiances that we ourselves have, or the belifes in which we hold? || What sad news for the Gator nation today, the resignation of Urban Meyer. Our prayers will be with Coach Meyer and his family. || Go Gators! 8 and 0.... Now, lets see if the Vols help us clench the SEC east :) oh, and HAPPY HALLOWEEN!!! || I'm getting calls back on my resume, it makes me hopefull I will find the right job :) || Do you remember that song ""Break Stuff"" by Limp Bizkit? Thats kind of the day I'm having. || I have SO happy the Ravens are getting a good start today! I love playoff football. || I love Mondays.... can every one grasp the sarcasm in that statement. I hope so. || enjoyed the football and fun of the weekend, and now its back to reality. || People should not encourage me to drink until 4 o'clock in the morning :( || I don't want to get sick, but I think it's happening anyway :( || Who can tell me how to not be a fan of something anymore? || and the Bucs pull it out in Overtime! Way to go! || Can't decided if she is going to Jacksonville Saturday or not. || I just can't get into the swing of things today. || is unemployed, and thinks its a good thing :) || just can't get into the Monay state of mind. || Thanksgiving cooking! Fun or stressful, I'll decide later. || *PROPNAME* leaves the SEC, HOORAY",low,high,high,low,high,01101
is studying to take the NCLEX. Why does everyone hate on wanting to do nothing with your life? Lol. Apparently that just isn't an option.,high,low,high,high,high,10111
"Aristotle is following my curser.  He's blocking my entire screen.  I can't do anything here~get away, kitty.  You'll never catch this mouse! || Happy Thanksgiving to all my facebook friends and family.  I am thankful for all of you!  Have a wonderful day with yours! || I did not get the job.  Guess I'm thankful that I'm stuck where I am, tho' || My firstborn turned 21 years old today.  :} || Up again, going through stuff about work.  Crap!",low,high,low,low,high,01001
"if your 2009 was good, i wish you an even better 2010.  if it could have been better, i wish you a great 2010.  i do not, however, wish any of you a happy new decade, since the decade ends at the end of next year || i just realized, due to not being able to sleep, that i never settled the debate i started a few weeks ago.  regarding cavemen vs. astronauts, ""cave men win.  of course the cave men win."" if you don't agree, take it up with fred || that noise you  heard at approximately 11:21 est was keith puking.  it might have sounded like a black hole opening, or a monster being stabbed to death, or any number of things, but it was just keith.  the more you know *star wipe || so, i locked the doors on my truck at kim's, because it's a main road and we'd be busy editing the movie.  however, when i left, i noticed that i left all my windows open.  probably not the safest of security systems || can someone explain to me how keith, who played football, well, ""played,"" who acts like the world's biggest sports fan, and just told me he used to go to legend's on sundays to watch football, didn't know what fair catch was || *PROPNAME* said, """"I was just the vessel. It wasn't *PROPNAME*'s sperm. Just like I stick the sperm up my horse, this is what they did to me. I was his thoroughbred."" And this is the part where my brain vomits... || am i supposed to be surprised that manny and ortiz were on the 2003 steroids list?  the much more surprising, and much shorter list, would be people playing in the past 10 years who weren't on the list || dear santa, here is a list of gifts I hope to see under the tree tomorrow: -ps3 -27"" iMac (i didn't put it on my list, but you should have known) -mini cooper -screenwriting job thank you. || did i piss off a gypsy?  because there's a fly in my room that won't leave me alone.  better make sure i have an anvil tied up in the garage and a sharpened ice skate handy :) || i require 4 farmville gifts that are not one of the following trees//animals: peach, bananananana, date, passion fruit, pomegranate, lime, lemon, avocado, pig, duck, sheep, goat, or horse.  you shall be rewarded in the afterlife :) || um, mother nature . . . i love thunderstorms as much as the next person, but this is the 3rd one today.  could you get your shit together?  thank you. || merry christmas eve y'all.  i shall celebrate by working at b&n making drinks for annoying last minute shoppers.  i know you're jealous, I just hope it doesn't ruin our friendship || Louisiana justice of the peace who refused to marry an interracial couple: I'm not a racist . . . I have piles and piles of black friends. Sure you do. || i am now replacing my highly original baseball status with one about women's tennis: jelena jankovic thinks she's the number one tennis player?  i'd love to try whatever she's on || i hate to say anything that might offend my facebook peeps, but paranormal activity sucks beyond the telling of it.  i cannot remember ever being this disappointed in a movie || i don't know that i can express how much i love my coworkers :)  one of my best birthdays ever.  i even did a shot :) || jacked up my neck again.  and my finger.  and my hand.  and my shoulder.  and elbow.  and knee.  and my calf.  i'm kind of awesome || still waiting on ps3 and//or an iMac, but i haven't exchanged gifts with steve yet, so i'm holding out hope that it will happen :) || well, it's 1:00.  i've had drinks.  and need to be at work far too soon.  in other words, great night.  happy birthday thom :) || dear kiss 95.7 and kc 101.  could you possibly get off lady gaga's jock for 2 seconds and play a different song?  thank you || anyone wanna pay me to hang out, play video games, maybe write a screenplay, and be sarcastic?  cause that would be awesome :) || Dish n' Dat in Canton for my bday celebration.  And moderate drinking, by me at least.  I will not be pulling a *PROPNAME* || um, across the universe was even better the 2nd time.  would probably be even betterer if one was high i would imagine || now that i've been released from the clutches of retail it's time for some friends and family.  merry xmas eve peeps || can someone explain to me how keith can misspell ""beginner"" and ""hear"" but can then use asphyxia correctly in a sentence? || finished Pride & Prejudice & Zombies instead of watching Ghost in the Shell.  I'm classy.  Also, a giant geek. :) || if i can write a screenplay in two days i can submit it to a festival.  fat chance of that || um, keith is trying to argue with me about tennis. a) he doesn't get tennis b) he doesn't get arguing || a good night's sleep will hopefully make me excited to close tomorrow :)  cause right now i don't want to || a) louisville got jobbed tonight -- those refs were an embarrassment b) avatar was even better the second time :) || i need to write an even stupider screenplay than i did for the first round.  this will be fun || i'm going to one up toni: there aren't words for how good Avatar is.  suck on that kenny :) || ""If your friend got assassined, how would you respond"" . . . probably with: that doesn't even make sense || watching the forgotten . . . i already know i'm going to be pissed off at the end || said it before, will say it again, i work with some of the best people on the planet || we are the world should not, under any circumstances, have auto-tune.  or a rap solo.  or vince vaughn. || justine henin, stay the hell away from tennis.  no one wants you back.  you sir, were a bitch || just for the record, kim just made me log into her account to harvest her farmville raspberries || heard mariah carey's new song on the ride home tonight.  she needs to give it up already || alright . . . thought i was working at noon . . . working at 2.  holla || wants to play beatles rock band or wii resort but can't because keith is watching footloose || Have you met them face to face?  I hear them.  It's good enough for the blind. || got more film developed.  and there are a lot of you in it.  be very afraid || nothing like falling asleep for an hour then waking up and being wide awake. stupid body || very close to not having to hear about baseball again for 6 months.  can't wait || where the wild things are should have been called where the sucky ass movie is || well squats were certainly a good idea right before bed  . . . stupid stairs || pac 10 football . . . what the hell are you guys doing this season? || the volleyball championship was on tv this weekend.  i want to play volleyball :( || anyone else click accept gift today and facebook told you you ignored it?",low,high,low,low,high,01001
